Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-06-12 00:00:00-04:00,66.15884462587422,66.19749117016202,65.82650439355749,65.93470764160156,2227600,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,65.52512020744133,65.76471241767182,65.28552799721086,65.61013793945312,945500,0.0,0.0,0.0
2015-06-16 00:00:00-04:00,65.61784007803536,66.01973708572206,65.51736140363683,65.99655151367188,622500,0.0,0.0,0.0
2015-06-17 00:00:00-04:00,66.15885893883832,66.31343925279697,65.77241699889576,66.11248779296875,721900,0.0,0.0,0.0
2015-06-18 00:00:00-04:00,66.25931066977158,66.89307495766346,66.25931066977158,66.7153091430664,598100,0.0,0.0,0.0
2015-06-19 00:00:00-04:00,66.63804838384128,66.69215001901303,66.32116316595246,66.33662414550781,491600,0.0,0.0,0.0
2015-06-22 00:00:00-04:00,66.78759571128178,66.9430941406813,66.64764475206829,66.70984649658203,468400,0.51,0.0,0.0
2015-06-23 00:00:00-04:00,66.76422882080078,66.89640299440687,66.60095379483778,66.76422882080078,508900,0.0,0.0,0.0
2015-06-24 00:00:00-04:00,66.60875078430891,66.71760084447418,66.22777557373047,66.22777557373047,536600,0.0,0.0,0.0
2015-06-25 00:00:00-04:00,66.4532553899436,66.46103208941565,65.9945250312317,66.01007843017578,543200,0.0,0.0,0.0
2015-06-26 00:00:00-04:00,66.22777398770496,66.23555068664008,65.854569553302,66.06449890136719,938400,0.0,0.0,0.0
2015-06-29 00:00:00-04:00,65.55912350366384,65.70685113135873,64.72719463274652,64.75051879882812,902400,0.0,0.0,0.0
2015-06-30 00:00:00-04:00,65.39584144048176,65.39584144048176,64.64166184749804,64.81271362304688,1035400,0.0,0.0,0.0
2015-07-01 00:00:00-04:00,65.38805719951398,65.45803561411331,65.01485876125831,65.31808471679688,711200,0.0,0.0,0.0
2015-07-02 00:00:00-04:00,65.43472712562846,65.55134795808908,65.07707013313704,65.23257446289062,689200,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,64.76606505784157,65.23256612369852,64.59501328292134,64.9371109008789,2390300,0.0,0.0,0.0
2015-07-07 00:00:00-04:00,65.07703498081182,65.45023923874496,64.15958069243499,65.41136169433594,1466800,0.0,0.0,0.0
2015-07-08 00:00:00-04:00,64.93712184366477,64.99154687832139,64.2684739601194,64.36177062988281,1622000,0.0,0.0,0.0
2015-07-09 00:00:00-04:00,64.99930853595657,65.23256202015337,64.50948333740234,64.50948333740234,2770500,0.0,0.0,0.0
2015-07-10 00:00:00-04:00,65.14704856449707,65.45805129212059,64.96822006825136,65.23257446289062,709800,0.0,0.0,0.0
2015-07-13 00:00:00-04:00,65.73793242696556,65.87788331367616,65.65240655553785,65.85455322265625,1981300,0.0,0.0,0.0
2015-07-14 00:00:00-04:00,65.87790037327505,66.18112638435717,65.71461935326163,66.12670135498047,1052300,0.0,0.0,0.0
2015-07-15 00:00:00-04:00,66.16557350166332,66.22777523054496,65.908995818939,66.08004760742188,1264400,0.0,0.0,0.0
2015-07-16 00:00:00-04:00,66.48433809626827,66.52320971924368,66.38325882639172,66.49988555908203,470900,0.0,0.0,0.0
2015-07-17 00:00:00-04:00,66.41436386160859,66.41436386160859,66.13446205829783,66.29773712158203,1034400,0.0,0.0,0.0
2015-07-20 00:00:00-04:00,66.36772649849772,66.36772649849772,66.10337211532251,66.22777557373047,1822100,0.0,0.0,0.0
2015-07-21 00:00:00-04:00,66.18889645908065,66.18889645908065,65.69129450087533,65.83124542236328,1034300,0.0,0.0,0.0
2015-07-22 00:00:00-04:00,65.78457407282511,65.90897155290502,65.66017066086403,65.79235076904297,1125100,0.0,0.0,0.0
2015-07-23 00:00:00-04:00,65.90122760685179,65.94009923999744,65.34142388897901,65.44249725341797,2104600,0.0,0.0,0.0
2015-07-24 00:00:00-04:00,65.473601100311,65.473601100311,64.61057131794088,64.71942138671875,544700,0.0,0.0,0.0
2015-07-27 00:00:00-04:00,64.47839210611205,64.54059383543762,64.11296436117865,64.35398864746094,874300,0.0,0.0,0.0
2015-07-28 00:00:00-04:00,64.61056757525154,65.16259458690033,64.34621911835643,65.10816955566406,1289500,0.0,0.0,0.0
2015-07-29 00:00:00-04:00,65.09263907511131,65.73019214962912,65.08486237379577,65.6524429321289,1076300,0.0,0.0,0.0
2015-07-30 00:00:00-04:00,65.55912924234089,65.71462765108541,65.34142909734494,65.68353271484375,633100,0.0,0.0,0.0
2015-07-31 00:00:00-04:00,65.78460739761942,65.79238409777676,65.40363213628835,65.46582794189453,1705700,0.0,0.0,0.0
2015-08-03 00:00:00-04:00,65.48914339003746,65.48914339003746,64.93711050817589,65.25588989257812,2784800,0.0,0.0,0.0
2015-08-04 00:00:00-04:00,65.28698569514009,65.40361243483211,64.96820633544074,65.12371063232422,812200,0.0,0.0,0.0
2015-08-05 00:00:00-04:00,65.54356817716844,65.7690390435087,65.2869905172715,65.38028717041016,1616200,0.0,0.0,0.0
2015-08-06 00:00:00-04:00,65.41139557710659,65.51247487217643,64.89046943071902,65.10816955566406,1005600,0.0,0.0,0.0
2015-08-07 00:00:00-04:00,65.1081647562741,65.1081647562741,64.61833951125479,64.85159301757812,1051300,0.0,0.0,0.0
2015-08-10 00:00:00-04:00,65.27923798020237,65.73796844482422,65.1237395461626,65.73796844482422,546200,0.0,0.0,0.0
2015-08-11 00:00:00-04:00,65.25589261610988,65.29477017793664,64.85159325977368,65.16259002685547,827800,0.0,0.0,0.0
2015-08-12 00:00:00-04:00,64.71941201134148,65.26366820827268,64.19848591024063,65.1859130859375,659700,0.0,0.0,0.0
2015-08-13 00:00:00-04:00,65.23258706627432,65.31033628023097,64.95268515052256,65.09263610839844,3011000,0.0,0.0,0.0
2015-08-14 00:00:00-04:00,65.07706118394391,65.40361726557764,65.03041285737459,65.38028717041016,720200,0.0,0.0,0.0
2015-08-17 00:00:00-04:00,65.1936769119119,65.66017789439627,64.93709929538684,65.6446304321289,669600,0.0,0.0,0.0
2015-08-18 00:00:00-04:00,65.58243362916335,65.6601828100845,65.3958344085761,65.50468444824219,720600,0.0,0.0,0.0
2015-08-19 00:00:00-04:00,65.18589986058768,65.38027576322332,64.56390053128268,64.86712646484375,963000,0.0,0.0,0.0
2015-08-20 00:00:00-04:00,64.37732615792845,64.48617623084058,63.63869388387148,63.65424728393555,1053700,0.0,0.0,0.0
2015-08-21 00:00:00-04:00,63.02444283986082,63.335445480656475,61.82708652852083,61.8426399230957,3046800,0.0,0.0,0.0
2015-08-24 00:00:00-04:00,59.65787390046595,61.08070145872071,56.17465399106062,59.29244613647461,5743700,0.0,0.0,0.0
2015-08-25 00:00:00-04:00,59.782266331660985,61.47722484228189,58.29723716757509,58.30500793457031,3727200,0.0,0.0,0.0
2015-08-26 00:00:00-04:00,58.88037368488094,60.53645487687441,58.67044430743085,60.46647644042969,4795200,0.0,0.0,0.0
2015-08-27 00:00:00-04:00,61.06512609688697,62.01368132367796,60.76190020397917,61.93593215942383,2816600,0.0,0.0,0.0
2015-08-28 00:00:00-04:00,61.68713541839067,62.130318183976,61.5782853842798,61.967037200927734,1461900,0.0,0.0,0.0
2015-08-31 00:00:00-04:00,61.72602118588589,61.92039712007293,61.329492619217156,61.64049530029297,2360900,0.0,0.0,0.0
2015-09-01 00:00:00-04:00,60.264321780365506,60.61419612098784,59.432392943614275,59.766719818115234,1492700,0.0,0.0,0.0
2015-09-02 00:00:00-04:00,60.35761674395235,60.785246198809,59.9377639878794,60.73859786987305,1895800,0.0,0.0,0.0
2015-09-03 00:00:00-04:00,61.05735542868936,61.671583971133444,60.761906202603505,60.94850540161133,1890500,0.0,0.0,0.0
2015-09-04 00:00:00-04:00,60.342071091442705,60.35761855759415,59.611215612775176,59.922218322753906,1507300,0.0,0.0,0.0
2015-09-08 00:00:00-04:00,60.971839298462335,61.453893732431645,60.64528916507145,61.415016174316406,1870500,0.0,0.0,0.0
2015-09-09 00:00:00-04:00,62.029237344011285,62.06033820038115,60.43535849525769,60.54420852661133,1783400,0.0,0.0,0.0
2015-09-10 00:00:00-04:00,60.44314203195528,61.22842250854772,60.365392840543265,60.83189392089844,2249800,0.0,0.0,0.0
2015-09-11 00:00:00-04:00,60.71528306344887,61.01851507354484,60.42761038672174,61.010738372802734,1133600,0.0,0.0,0.0
2015-09-14 00:00:00-04:00,60.995158261288246,61.010711655961565,60.614183138140255,60.77745819091797,1236000,0.0,0.0,0.0
2015-09-15 00:00:00-04:00,60.92521201426228,61.75714103103859,60.92521201426228,61.60164260864258,1117600,0.0,0.0,0.0
