Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-06-12 00:00:00+09:00,19967.037722689896,20107.65066439898,19748.306480031322,19951.4140625,11741500,0.0,0.0
2015-06-15 00:00:00+09:00,19607.695850762793,19904.54542937992,19607.695850762793,19842.05078125,8067800,0.0,0.0
2015-06-16 00:00:00+09:00,19842.048260084663,19904.542900273904,19451.45675890189,19607.693359375,12767600,0.0,0.0
2015-06-17 00:00:00+09:00,19529.579564144737,19779.55818256579,19373.34292763158,19592.07421875,9452300,0.0,0.0
2015-06-18 00:00:00+09:00,19670.189672369073,19982.662899888834,19545.200381361166,19763.931640625,8247600,0.0,0.0
2015-06-19 00:00:00+09:00,19779.552734375,19967.03664654917,19685.810778287916,19779.552734375,7094750,0.0,0.0
2015-06-22 00:00:00+09:00,20170.146769491606,20248.265076112413,19935.791849629197,20013.91015625,6370900,0.0,0.0
2015-06-23 00:00:00+09:00,20451.373478602858,20748.223055450417,20170.147563694645,20638.857421875,10159000,0.0,0.0
2015-06-24 00:00:00+09:00,20310.760488671276,20482.620769729263,20170.147531442013,20342.0078125,10198000,0.0,0.0
2015-06-25 00:00:00+09:00,20154.52266179078,20357.6302545065,19826.42578125,19826.42578125,10695800,0.0,0.0
2015-06-26 00:00:00+09:00,19560.825783695225,20154.524968823356,19560.825783695225,19967.041015625,10347500,0.0,0.0
2015-06-29 00:00:00+09:00,19841.95128622658,20092.125612924472,19638.684645784542,20029.58203125,11519950,20.0,0.0
2015-06-30 00:00:00+09:00,19951.403576005523,20092.12664198048,19795.044613811122,19826.31640625,9870350,0.0,0.0
2015-07-01 00:00:00+09:00,19826.315202702703,20357.93564189189,19685.59214527027,20248.484375,8324900,0.0,0.0
2015-07-02 00:00:00+09:00,20107.766512100658,20389.212699672826,20092.13061279109,20311.033203125,8223000,0.0,0.0
2015-07-03 00:00:00+09:00,20123.398434419363,20232.849707955444,19810.68051003056,19826.31640625,7130200,0.0,0.0
2015-07-06 00:00:00+09:00,19591.777956681908,19701.229230182926,19122.701070248982,19232.15234375,10099950,0.0,0.0
2015-07-07 00:00:00+09:00,19075.797631048386,19685.59771925403,19075.797631048386,19388.515625,12478250,0.0,0.0
2015-07-08 00:00:00+09:00,19388.510895883777,19560.505750605327,19263.42372881356,19372.875,11780950,0.0,0.0
2015-07-09 00:00:00+09:00,19232.15754693676,19779.4140625,19169.613945158104,19779.4140625,14030500,0.0,0.0
