Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-06-12 00:00:00-04:00,11.579017574878238,11.579017574878238,11.49982962954085,11.520359992980957,691500,0.0,0.0,0.0
2015-06-15 00:00:00-04:00,11.464633595902596,11.476365110762995,11.403043352661534,11.447036743164062,1439100,0.0,0.0,0.0
2015-06-16 00:00:00-04:00,11.435306007824842,11.520359286584608,11.429439830442691,11.511560440063477,915900,0.0,0.0,0.0
2015-06-17 00:00:00-04:00,11.532091598650156,11.579017664531316,11.482232863427486,11.549689292907715,879900,0.0,0.0,0.0
2015-06-18 00:00:00-04:00,11.587816758509728,11.705131925711735,11.587816758509728,11.664072036743164,1349700,0.0,0.0,0.0
2015-06-19 00:00:00-04:00,11.655270138203056,11.664068983215829,11.6054105758667,11.6054105758667,928800,0.0,0.0,0.0
2015-06-22 00:00:00-04:00,11.681078931161572,11.725415179785763,11.666300463501377,11.684035301208496,1011300,0.102,0.0,0.0
2015-06-23 00:00:00-04:00,11.701771497644451,11.707682547564607,11.639701245263991,11.663346290588379,971100,0.0,0.0,0.0
2015-06-24 00:00:00-04:00,11.648566750596759,11.657433324019202,11.577629089355469,11.577629089355469,789300,0.0,0.0,0.0
2015-06-25 00:00:00-04:00,11.619006822826238,11.624917870682728,11.542158126831055,11.542158126831055,731100,0.0,0.0,0.0
2015-06-26 00:00:00-04:00,11.542160013853879,11.580584368133453,11.509645862753581,11.539203643798828,968400,0.0,0.0,0.0
2015-06-29 00:00:00-04:00,11.420976585390344,11.486002364179338,11.320481969359049,11.32639217376709,2833500,0.0,0.0,0.0
2015-06-30 00:00:00-04:00,11.406194652568468,11.406194652568468,11.290920746562094,11.317523002624512,2148600,0.0,0.0,0.0
2015-07-01 00:00:00-04:00,11.406195992518445,11.406195992518445,11.341170221006413,11.394373893737793,1420500,0.0,0.0,0.0
2015-07-02 00:00:00-04:00,11.40619321588677,11.432795468598467,11.364813343296603,11.3914155960083,574500,0.0,0.0,0.0
2015-07-06 00:00:00-04:00,11.308656846701536,11.397329352190567,11.290922007346257,11.350037574768066,1472700,0.0,0.0,0.0
2015-07-07 00:00:00-04:00,11.352992747575751,11.46826666288126,11.252497300845812,11.462355613708496,854100,0.0,0.0,0.0
2015-07-08 00:00:00-04:00,11.39141711906535,11.394372643436204,11.29683272840565,11.314567565917969,1242900,0.0,0.0,0.0
