Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-08 00:00:00-04:00,8.848697022944366,8.861156627951432,8.657813250560988,8.776679992675781,387736000,0.0,0.0
2020-06-09 00:00:00-04:00,8.771698559133752,9.08045197843133,8.723105419785812,9.01690673828125,468488000,0.0,0.0
2020-06-10 00:00:00-04:00,9.138267568619575,9.46944872038575,9.12406264265796,9.336627006530762,632180000,0.0,0.0
2020-06-11 00:00:00-04:00,9.120573115586287,9.231465258271148,8.757744374933589,8.767961502075195,583652000,0.0,0.0
2020-06-12 00:00:00-04:00,9.133034130918888,9.157704292510664,8.67526061265537,8.903773307800293,570908000,0.0,0.0
2020-06-15 00:00:00-04:00,8.786896800405637,9.15271599960266,8.715625999134945,9.144243240356444,400004000,0.0,0.0
2020-06-16 00:00:00-04:00,9.195330819969955,9.23694649746912,8.810322587730733,9.03933334350586,535716000,0.0,0.0
2020-06-17 00:00:00-04:00,9.08444047440057,9.269094037882375,9.041079473800002,9.206296920776367,408304000,0.0,0.0
2020-06-18 00:00:00-04:00,9.1973234632541,9.25264498918956,9.085185106546142,9.188352584838867,254408000,0.0,0.0
2020-06-19 00:00:00-04:00,9.21277544845155,9.414623578684754,9.197574288730356,9.231464385986328,524160000,0.0,0.0
2020-06-22 00:00:00-04:00,9.270090738006576,9.500596831669908,9.2434262051228,9.496110916137695,398468000,0.0,0.0
2020-06-23 00:00:00-04:00,9.520285055300157,9.611491086367392,9.377247153432558,9.419610023498535,375108000,0.0,0.0
2020-06-24 00:00:00-04:00,9.445772258455683,9.525764896736506,9.115089313731945,9.20579719543457,449372000,0.0,0.0
2020-06-25 00:00:00-04:00,9.325661400255632,9.474431433240635,9.152719326384087,9.459479331970217,376072000,0.0,0.0
2020-06-26 00:00:00-04:00,9.469446690750026,9.469446690750026,9.095652742430946,9.125555992126465,592084000,0.0,0.0
2020-06-29 00:00:00-04:00,9.140260702990933,9.174898933320014,8.87137761386688,9.17041301727295,342248000,0.0,0.0
2020-06-30 00:00:00-04:00,9.2840458445988,9.495612994745152,9.23669894916683,9.467205047607422,367892000,0.0,0.0
2020-07-01 00:00:00-04:00,9.4901296555263,9.544953070141965,9.382726259130546,9.499349594116213,326648000,0.0,0.0
2020-07-02 00:00:00-04:00,9.608000558259423,9.706184029572595,9.547445924903949,9.581336975097656,364056000,0.0,0.0
2020-07-06 00:00:00-04:00,9.71042040806063,9.876883155460774,9.6812643312326,9.80760669708252,315892000,0.0,0.0
2020-07-07 00:00:00-04:00,9.91426158867792,10.03761332716337,9.819068736124418,9.840001106262209,357800000,0.0,0.0
2020-07-08 00:00:00-04:00,9.961608415928094,10.192115446243932,9.933449530178866,10.183143615722656,365480000,0.0,0.0
2020-07-09 00:00:00-04:00,10.346866776450543,10.53600625328091,10.200588280241728,10.475202560424805,494548000,0.0,0.0
2020-07-10 00:00:00-04:00,10.554694866902343,10.620980703875492,10.345370220590508,10.445547103881836,497676000,0.0,0.0
2020-07-13 00:00:00-04:00,10.560927150616669,10.757542216572244,9.992759602444872,10.019922256469728,457076000,0.0,0.0
2020-07-14 00:00:00-04:00,10.042598175407388,10.369294322604768,9.754028984141096,10.343626976013184,542676000,0.0,0.0
2020-07-15 00:00:00-04:00,10.380758670576666,10.399447611037695,10.02341110936566,10.19435977935791,403984000,0.0,0.0
2020-07-16 00:00:00-04:00,9.9827907942497,10.173923675334947,9.863674962154512,10.102155685424805,344964000,0.0,0.0
