Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2023-06-12 00:00:00-04:00,33.85230826280089,34.62211897356419,33.28712692056675,34.15438461303711,15516800,0.0,0.0,0.0
2023-06-13 00:00:00-04:00,34.53441527514871,35.888900313319255,34.40773978677041,35.3237190246582,18526400,0.0,0.0,0.0
2023-06-14 00:00:00-04:00,35.538101790980924,36.035068384269316,33.404059370356855,34.193363189697266,22490200,0.0,0.0,0.0
2023-06-15 00:00:00-04:00,33.66715979077052,35.03138775372019,33.59894876434525,34.96317672729492,14357000,0.0,0.0,0.0
2023-06-16 00:00:00-04:00,35.20678621283848,35.5575878776722,33.63792527689985,34.0861701965332,13612500,0.0,0.0,0.0
2023-06-20 00:00:00-04:00,33.66716013671466,33.881539774666706,32.91683512110465,33.65741729736328,10356700,0.0,0.0,0.0
2023-06-21 00:00:00-04:00,33.263085129506365,34.077252681504305,32.80205031129438,33.449459075927734,11513200,0.228,0.0,0.0
2023-06-22 00:00:00-04:00,33.1551798716247,33.1551798716247,32.19387626717584,32.654911041259766,10936600,0.0,0.0,0.0
2023-06-23 00:00:00-04:00,31.232573741344524,32.125213100725965,30.88925047905291,31.056007385253906,14298500,0.0,0.0,0.0
2023-06-26 00:00:00-04:00,31.12467252114016,32.28216144655138,31.02657989050235,31.27181053161621,13327000,0.0,0.0,0.0
2023-06-27 00:00:00-04:00,31.4778031169492,32.91976038671993,31.085434491861008,32.61567306518555,12816600,0.0,0.0,0.0
2023-06-28 00:00:00-04:00,32.38025570767138,33.155185515449745,31.938843499472366,33.09633255004883,13169800,0.0,0.0,0.0
2023-06-29 00:00:00-04:00,33.2630848766554,34.57752129690988,33.155182793049605,34.33229064941406,13960700,0.0,0.0,0.0
2023-06-30 00:00:00-04:00,35.18569342928489,35.29359551649192,34.45981278394771,34.61676025390625,13805000,0.0,0.0,0.0
2023-07-03 00:00:00-04:00,34.46961817627023,35.519205016621214,34.36171609591072,35.01893615722656,8486500,0.0,0.0,0.0
2023-07-05 00:00:00-04:00,34.55789639567145,34.60694176827015,33.61621177085696,33.81239700317383,12621100,0.0,0.0,0.0
2023-07-06 00:00:00-04:00,32.605867409846944,32.654912789265374,31.02657962492305,32.144832611083984,16671800,0.0,0.0,0.0
2023-07-07 00:00:00-04:00,32.23311644779506,34.06744061727502,32.22330512655784,33.25327682495117,13984500,0.0,0.0,0.0
2023-07-10 00:00:00-04:00,33.06689819253148,34.94046010939366,32.841286455539155,34.911033630371094,11659100,0.0,0.0,0.0
2023-07-11 00:00:00-04:00,35.19550212166529,36.06852259195977,34.74427490506149,35.86252975463867,14659800,0.0,0.0,0.0
