Price,Close,High,Low,Open,Volume,MA20,MA60,BB_Upper,BB_Lower,MACD,Signal,RSI
Ticker,005930.KS,005930.KS,005930.KS,005930.KS,005930.KS,,,,,,,
Date,,,,,,,,,,,,
2024-09-11,63722.21484375,64311.32622905431,63034.91822756163,63918.58530551811,35809707,72603.07265625,77683.246484375,81731.87752816804,63474.267784331976,-3203.8402609072946,-2331.6227616762676,6.493455831805463
2024-09-12,65096.80859375,65391.36428874434,64016.7710454374,64802.25289875565,35884106,72067.9630859375,77445.31998697917,81651.33493398252,62484.59123789249,-3278.4149046542443,-2520.981190271863,14.814774793801973
2024-09-13,63231.29296875,64311.33058157027,63133.10773122089,63820.40439392469,25045135,71292.3,77169.78515625,81108.73760856196,61475.862391438044,-3448.2975397306,-2706.4444601636105,14.545422980855918
2024-09-19,61954.88671875,63231.29484449287,61071.21955477417,62838.553882725835,49402713,70546.0923828125,76899.04303385416,80832.11500993211,60260.069755692886,-3643.921213482943,-2893.9398108274772,13.714249339861027
2024-09-20,61856.6953125,63525.84423363095,61856.6953125,62642.17715773809,32746056,69765.5193359375,76616.8896484375,80207.99846980178,59323.040202073214,-3763.4943895597535,-3067.8507265739327,10.588202255079551
2024-09-23,61463.9609375,62347.628107527955,61071.21997304313,61169.40521415735,28542376,68994.7654296875,76324.93235677083,79501.88569171271,58487.645167662275,-3845.6174903087085,-3223.4040793208883,11.999968172378388
2024-09-24,62053.0703125,62249.44078817247,61267.58840981012,61660.32936115506,26957500,68253.4669921875,76034.64772135417,78507.43033240779,57999.50365196721,-3819.1397702082104,-3342.551217498353,13.725454505740927
2024-09-25,61071.21484375,63034.9195011053,61071.21484375,62642.17856963424,28652438,67492.53125,75717.18216145833,77490.97775104869,57494.08474895131,-3833.1968101413513,-3440.680336026953,12.345672342180151
2024-09-26,63525.84765625,63722.21812813949,62543.99529680255,62740.36576869204,37566015,66932.8755859375,75442.26334635417,76470.62807989848,57395.123091976515,-3604.7158414548758,-3473.487437112538,26.78571386283491
2024-09-27,63388.6015625,64573.43523656542,63388.6015625,63882.282260027256,28433030,66381.0849609375,75160.14798177083,75354.15231481634,57408.01760705866,-3395.575559034376,-3457.9050614969055,31.16390687422509
2024-09-30,60722.7265625,63487.33850355691,60722.7265625,63388.60236280488,32694163,65666.5451171875,74833.6013671875,73998.31546295407,57334.77477142094,-3405.685587804226,-3447.46116675837,27.85527297622771
2024-10-02,60525.25390625,61117.670747094206,59142.94794428018,59735.36478512439,28473536,65059.95390625,74503.76354166666,73006.40166395169,57113.506148548295,-3390.548123232991,-3436.0785580532943,27.682000143415593
2024-10-04,59834.10546875,60920.203092770214,59735.3693211118,60229.050059302805,24247578,64404.0775390625,74116.58678385416,71750.69970008045,57057.45537804455,-3395.183909557716,-3427.8996283541787,28.92035800990267
2024-10-07,60229.046875,61117.672156762295,58748.00473872951,59439.15773565574,35066533,63763.0392578125,73695.08196614584,70101.47037799453,57424.60813763048,-3328.6190839909614,-3408.0435194815354,33.43450703327254
2024-10-08,59537.89453125,60229.047535758706,59142.94995724502,59241.686100746265,27411786,63180.719140625,73257.14856770834,68740.52729752446,57620.91098372554,-3293.66883401425,-3385.1685823880784,34.85135694697114
2024-10-10,58155.58984375,59439.15973843379,58155.58984375,59340.42359268888,45262214,62652.0154296875,72789.6310546875,67996.95990672422,57307.07095265078,-3339.0207917645384,-3375.939024263371,24.88448245936887
