name,code,market,par_value,total_shrs
레인보우로보틱스,277810,KOSDAQ,500,19399858
로보로보,215100,KOSDAQ,100,20348454
로보스타,090360,KOSDAQ,500,9750000
로보쓰리에이아이,238500,KONEX,200,42018262
로보티즈,108490,KOSDAQ,500,13212660
로스웰,900260,KOSDAQ,무액면,36031288
로지스몬,223220,KONEX,100,46051176
로지시스,067730,KOSDAQ,500,9673922
로체시스템즈,071280,KOSDAQ,500,15296603
로킷헬스케어,376900,KOSDAQ,500,15417639
롯데관광개발,032350,KOSPI,500,76211829
롯데렌탈,089860,KOSPI,5000,36309388
롯데리츠,330590,KOSPI,500,288968884
롯데손해보험,000400,KOSPI,1000,310336320
롯데쇼핑,023530,KOSPI,5000,28288755
롯데에너지머티리얼즈,020150,KOSPI,500,52365463
롯데웰푸드,280360,KOSPI,500,9304574
롯데이노베이트,286940,KOSPI,5000,15129367
롯데정밀화학,004000,KOSPI,5000,25800000
롯데지주우,00499K,KOSPI,200,805603
롯데지주,004990,KOSPI,200,104909237
롯데칠성우,005305,KOSPI,500,775310
롯데칠성,005300,KOSPI,500,9278884
롯데케미칼,011170,KOSPI,5000,42775419
롯데하이마트,071840,KOSPI,5000,23607712
루닛,328130,KOSDAQ,500,29149918
루멘스,038060,KOSDAQ,500,48103069
루미르,474170,KOSDAQ,500,17727696
루켄테크놀러지스,162120,KONEX,500,11156602
루트락,253610,KONEX,500,10185410
리가켐바이오,141080,KOSDAQ GLOBAL,500,36610338
리노공업,058470,KOSDAQ GLOBAL,100,76211850
리더스코스메틱,016100,KOSDAQ,500,19100894
리드코프,012700,KOSDAQ,500,26446135
리메드,302550,KOSDAQ,100,31209712
리튬포어스,073570,KOSDAQ,500,48971452
리파인,377450,KOSDAQ,100,17330000
린드먼아시아,277070,KOSDAQ,500,13692000
링네트,042500,KOSDAQ,500,19070134
링크드,193250,KOSDAQ,100,63323377
링크제니시스,219420,KOSDAQ,100,11469507
마녀공장,439090,KOSDAQ,100,16378260
마니커,027740,KOSPI,500,63511228
마니커에프앤지,195500,KOSDAQ,500,15978000
마스턴프리미어리츠,357430,KOSPI,1000,30505307
마음AI,377480,KOSDAQ,500,6971073
마이크로디지탈,305090,KOSDAQ,500,18014903
마이크로엔엑스,448780,KONEX,500,2677680
마이크로투나노,424980,KOSDAQ,500,5918890
엠브레인,169330,KOSDAQ,500,18256918
마크로젠,038290,KOSDAQ,500,10841400
만호제강,001080,KOSPI,1000,4150000
매일유업,267980,KOSDAQ,500,7843638
매일홀딩스,005990,KOSDAQ,500,13718304
매커스,093520,KOSDAQ,500,16163092
맥쿼리인프라,088980,KOSPI,무액면,478921993
머니무브,179720,KONEX,500,2387579
머큐리,100590,KOSDAQ,500,15830023
멀티캠퍼스,067280,KOSDAQ,500,5926779
메가스터디,072870,KOSDAQ,500,11920959
메가스터디교육,215200,KOSDAQ GLOBAL,100,10770887
메가엠디,133750,KOSDAQ,500,23407077
메가터치,446540,KOSDAQ,500,20771000
메드팩토,235980,KOSDAQ,500,34275121
메디쎄이,200580,KONEX,500,3726079
메디아나,041920,KOSDAQ,500,18598223
메디안디노스틱,233250,KONEX,500,1746534
메디앙스,014100,KOSDAQ,500,11800000
메디젠휴먼케어,236340,KONEX,500,3014647
메디콕스,054180,KOSDAQ,500,82878283
메디톡스,086900,KOSDAQ,500,7298497
메디포스트,078160,KOSDAQ,500,34217785
메리츠금융지주,138040,KOSPI,500,180014473
메쎄이상,408920,KOSDAQ,100,43232455
메이슨캐피탈,021880,KOSDAQ,500,152184408
메지온,140410,KOSDAQ,500,30007340
메카로,241770,KOSDAQ,500,10192640
메타랩스,090370,KOSPI,2500,24904689
메타바이오메드,059210,KOSDAQ,500,27260279
메타케어,118000,KOSPI,500,164777364
멕아이씨에스,058110,KOSDAQ,500,16050530
명문제약,017180,KOSPI,500,33953454
명신산업,009900,KOSPI,500,52470133
모나리자,012690,KOSPI,500,36571255
모나미,005360,KOSPI,1000,18897307
모나용평,070960,KOSPI,5000,48133333
모니터랩,434480,KOSDAQ,100,12310300
모다이노칩,080420,KOSDAQ,500,79721622
모델솔루션,417970,KOSDAQ,500,6396700
모두투어,080160,KOSDAQ,500,18900000
모바일어플라이언스,087260,KOSDAQ,500,32552861
모베이스,101330,KOSDAQ,500,23147029
모베이스전자,012860,KOSDAQ,500,73233457
모비데이즈,363260,KOSDAQ,500,32163769
모비릭스,348030,KOSDAQ,100,9603800
모비스,250060,KOSDAQ,100,32171314
모아데이타,288980,KOSDAQ,500,34556562
모아라이프플러스,142760,KOSDAQ,500,37734811
모아텍,033200,KOSDAQ,500,14331185
모코엠시스,333050,KOSDAQ,100,24613326
모토닉,009680,KOSPI,500,28050000
모트렉스,118990,KOSDAQ,500,24861990
모티브링크,463480,KOSDAQ,200,12390358
모헨즈,006920,KOSDAQ,500,10920000
무림SP,001810,KOSDAQ,500,22137500
무림페이퍼,009200,KOSPI,2500,41609310
무림P&P,009580,KOSPI,2500,62368324
무진메디,322970,KONEX,500,10051978
무학,033920,KOSPI,200,28500000
문배철강,008420,KOSPI,500,20503505
미디어젠,279600,KOSDAQ,500,4684781
미래나노텍,095500,KOSDAQ,500,31009999
미래반도체,254490,KOSDAQ,100,14438000
미래산업,025560,KOSPI,500,71722474
미래생명자원,218150,KOSDAQ,100,20415802
미래아이앤지,007120,KOSPI,500,28878608
미래에셋글로벌리츠,396690,KOSPI,1000,39605940
미래에셋드림스팩1호,442900,KOSDAQ,500,7680000
미래에셋맵스리츠,357250,KOSPI,1000,24995105
맵스리얼티1,094800,KOSPI,무액면,92834331
미래에셋벤처투자,100790,KOSDAQ,1000,53124634
미래에셋비전스팩2호,446190,KOSDAQ,100,4950000
미래에셋비전스팩3호,448830,KOSDAQ,100,4920000
미래에셋비전스팩4호,477380,KOSDAQ,100,8100000
미래에셋비전스팩5호,477470,KOSDAQ,100,5480000
미래에셋비전스팩6호,478440,KOSDAQ,100,6930000
미래에셋비전스팩7호,482680,KOSDAQ,100,8215000
미래에셋생명,085620,KOSPI,5000,177016189
미래에셋증권우,006805,KOSPI,5000,14075750
미래에셋증권2우B,00680K,KOSPI,5000,137500000
미래에셋증권,006800,KOSPI,5000,570316408
미래엔에듀파트너,208890,KONEX,1000,4005520
미래컴퍼니,049950,KOSDAQ,500,8817884
미스터블루,207760,KOSDAQ,100,83079783
미스토홀딩스,081660,KOSPI,1000,60095839
미원상사,002840,KOSPI,500,4750000
미원에스씨,268280,KOSPI,500,5000000
미원홀딩스,107590,KOSPI,500,2320000
미원화학,134380,KOSPI,1000,2199268
미쥬,351020,KONEX,100,2075000
미창석유,003650,KOSPI,5000,1739672
미코,059090,KOSDAQ,500,33416778
미투온,201490,KOSDAQ,500,30390092
미트박스,475460,KOSDAQ,100,5587025
민테크,452200,KOSDAQ,100,22162300
바디텍메드,206640,KOSDAQ,1000,23486560
바른손,018700,KOSDAQ,1000,35119757
바른손이앤에이,035620,KOSDAQ,500,74439675
바스칸바이오제약,354390,KONEX,2500,7018247
바이넥스,053030,KOSDAQ,500,32684188
바이브컴퍼니,301300,KOSDAQ,500,13109619
바이오노트,377740,KOSPI,500,102056048
바이오니아,064550,KOSDAQ,500,25810291
바이오다인,314930,KOSDAQ,500,29764103
바이오비쥬,489460,KOSDAQ,500,15044430
바이오솔루션,086820,KOSDAQ,500,8163426
바이오스마트,038460,KOSDAQ,500,26164438
바이오에프디엔씨,251120,KOSDAQ,500,8695700
바이오인프라,199730,KOSDAQ,500,4864367
바이오인프라생명과학,266470,KONEX,500,27866019
바이오텐,289170,KONEX,500,3576689
바이오톡스텍,086040,KOSDAQ,500,15958247
바이오포트,188040,KOSDAQ,200,4428863
바이오프로테크,199290,KONEX,500,16325192
바이오플러스,099430,KOSDAQ,500,60499659
바이온,032980,KOSDAQ,500,44777990
바이젠셀,308080,KOSDAQ,500,20449100
바텍,043150,KOSDAQ,500,14854256
박셀바이오,323990,KOSDAQ,500,23257345
방림,003610,KOSPI,500,40202158
배럴,267790,KOSDAQ,500,7888500
백금T&A,046310,KOSDAQ,500,16418641
백산,035150,KOSPI,500,21250000
밸로프,331520,KOSDAQ,100,50864390
뱅크웨어글로벌,199480,KOSDAQ,500,10101638
버넥트,438700,KOSDAQ,500,11144890
버킷스튜디오,066410,KOSDAQ,500,86444648
범양건영,002410,KOSPI,1000,27479820
범한퓨얼셀,382900,KOSDAQ,500,8761000
베노티앤알,206400,KOSDAQ,500,37510158
베뉴지,019010,KOSDAQ,500,48200000
베셀,177350,KOSDAQ,500,19653767
벡트,457600,KOSDAQ,100,13707500
벨로크,424760,KOSDAQ,100,19665002
벽산,007210,KOSPI,500,66860000
보광산업,225530,KOSDAQ,500,36338727
보라티알,250000,KOSDAQ,500,6750733
보락,002760,KOSPI,200,59900000
보령,003850,KOSPI,500,85787207
보로노이,310210,KOSDAQ,500,18388449
보성파워텍,006910,KOSDAQ,500,49129824
보해양조,000890,KOSPI,500,139120129
본느,226340,KOSDAQ,100,41952420
볼빅,206950,KONEX,500,14077265
부스타,008470,KOSDAQ,500,8404800
부광약품,003000,KOSPI,500,68454671
부국증권우,001275,KOSPI,5000,3000000
부국증권,001270,KOSPI,5000,10369886
부국철강,026940,KOSPI,500,20000000
부방,014470,KOSDAQ,500,60052260
부산산업,011390,KOSPI,5000,1056000
부산주공,005030,KOSPI,500,78782988
뷰노,338220,KOSDAQ,100,14001823
뷰웍스,100120,KOSDAQ,500,9750000
뷰티스킨,406820,KOSDAQ,500,3534040
브레인즈컴퍼니,099390,KOSDAQ,500,8208283
브리지텍,064480,KOSDAQ,500,11952500
브릿지바이오테라퓨틱스,288330,KOSDAQ,500,52193304
브이씨,365900,KOSDAQ,500,7310300
브이엠,089970,KOSDAQ,100,24075595
브이원텍,251630,KOSDAQ,500,15942886
브이티,018290,KOSDAQ,500,35798007
블랙야크아이앤씨,478560,KOSDAQ,100,24292555
블루엠텍,439580,KOSDAQ,100,33510663
블루콤,033560,KOSDAQ,500,17100000
블루탑,191600,KONEX,500,2850000
블리츠웨이엔터테인먼트,369370,KOSDAQ,100,49871911
비나텍,126340,KOSDAQ,500,6372438
비덴트,121800,KOSDAQ,500,77201611
비보존 제약,082800,KOSDAQ,2500,50104666
비비씨,318410,KOSDAQ,500,5555243
비비안,002070,KOSPI,500,31123777
비상교육,100220,KOSPI,500,12996741
비스토스,419540,KOSDAQ,100,22992511
비씨엔씨,146320,KOSDAQ,500,12797923
비씨월드제약,200780,KOSDAQ,200,9736240
비아이매트릭스,413640,KOSDAQ,500,7206940
비아트론,141000,KOSDAQ,500,12114710
비에이치,090460,KOSPI,500,34464379
비에이치아이,083650,KOSDAQ,500,30944375
BF랩스,139050,KOSDAQ,500,8644551
비엔케이제1호스팩,445360,KOSDAQ,100,4310000
비엔케이제2호스팩,473370,KOSDAQ,100,4210000
비엘팜텍,065170,KOSDAQ,500,26683025
비엠티,086670,KOSDAQ,500,9125174
비올,335890,KOSDAQ,100,58419125
비유테크놀러지,230980,KOSDAQ,100,93320557
BGF에코머티리얼즈,126600,KOSDAQ,500,62766899
비츠로셀,082920,KOSDAQ,500,22872213
비츠로시스,054220,KOSDAQ,500,59953081
비츠로테크,042370,KOSDAQ,500,26200025
비케이홀딩스,050090,KOSDAQ,500,19784735
비큐AI,148780,KOSDAQ,500,31445725
비투엔,307870,KOSDAQ,100,50805834
비트맥스,377030,KOSDAQ,500,37231222
비트컴퓨터,032850,KOSDAQ,500,16623293
비피도,238200,KOSDAQ,500,8180000
빅솔론,093190,KOSDAQ,500,19238905
빅텍,065450,KOSDAQ,200,28652800
빌리언스,044480,KOSDAQ,500,40663728
빙그레,005180,KOSPI,5000,9555703
빛과전자,069540,KOSDAQ,500,46121066
빛샘전자,072950,KOSDAQ,500,8052610
뿌리깊은나무들,266170,KONEX,500,7338267
삐아,451250,KOSDAQ,500,10089877
사람인,143240,KOSDAQ,500,11709263
사이냅소프트,466410,KOSDAQ,500,5037023
사조대림,003960,KOSPI,5000,9164467
사조동아원,008040,KOSPI,500,141144600
사조산업,007160,KOSPI,5000,5000000
사조씨푸드,014710,KOSPI,1000,17218543
사조오양,006090,KOSPI,5000,9422739
사피엔반도체,452430,KOSDAQ,100,8213171
산돌,419120,KOSDAQ,500,7774326
산일전기,062040,KOSPI,500,30445200
삼기,122350,KOSDAQ,100,38339428
삼기에너지솔루션즈,419050,KOSDAQ,100,57196240
삼륭물산,014970,KOSDAQ,500,15125000
삼목에스폼,018310,KOSDAQ,500,14700000
삼미금속,012210,KONEX,1000,19766609
삼보모터스,053700,KOSDAQ,500,22877190
삼보산업,009620,KOSDAQ,100,16386091
삼보판지,023600,KOSDAQ,500,16170000
삼부토건,001470,KOSPI,1000,229681824
삼성E&A,028050,KOSPI,5000,196000000
삼성FN리츠,448730,KOSPI,500,91050000
삼성SDI우,006405,KOSPI,5000,1617896
삼성SDI,006400,KOSPI,5000,68764530
삼성공조,006660,KOSPI,500,8126314
삼성스팩8호,448740,KOSDAQ,500,4664000
삼성스팩9호,468510,KOSDAQ,100,11050000
삼성물산우B,02826K,KOSPI,100,1467590
삼성물산,028260,KOSPI,100,169976544
삼성바이오로직스,207940,KOSPI,2500,71174000
삼성생명,032830,KOSPI,500,200000000
삼성에스디에스,018260,KOSPI,500,77377800
삼성전기우,009155,KOSPI,5000,2906984
삼성전기,009150,KOSPI,5000,74693696
삼성전자우,005935,KOSPI,100,815974664
삼성전자,005930,KOSPI,100,5919637922
삼성제약,001360,KOSPI,500,94162079
삼성중공업,010140,KOSPI,1000,880000000
삼성증권,016360,KOSPI,5000,89300000
삼성출판사,068290,KOSPI,500,10000000
삼성카드,029780,KOSPI,5000,115858891
삼성화재우,000815,KOSPI,500,3099510
삼성화재,000810,KOSPI,500,46011155
삼아알미늄,006110,KOSPI,500,14711916
삼아제약,009300,KOSDAQ,1000,6370000
삼양사우,145995,KOSPI,5000,370070
삼양사,145990,KOSPI,5000,10313449
삼양식품,003230,KOSPI,5000,7533015
삼양엔씨켐,482630,KOSDAQ,500,10866140
삼양케이씨아이,036670,KOSDAQ,500,11270000
삼양통상,002170,KOSPI,5000,3000000
삼양패키징,272550,KOSPI,5000,15330971
삼양홀딩스우,000075,KOSPI,5000,178567
삼양홀딩스,000070,KOSPI,5000,8689762
3S,060310,KOSDAQ,500,53059040
삼영무역,002810,KOSPI,500,18466948
삼영,003720,KOSPI,500,34000000
삼영에스앤씨,361670,KOSDAQ,500,5667658
삼영엠텍,054540,KOSDAQ,500,13000000
삼영이엔씨,065570,KOSDAQ,500,16093838
삼영전자,005680,KOSPI,500,20000000
삼원강재,023000,KOSPI,500,40000000
삼익THK,004380,KOSPI,500,21000000
삼익악기,002450,KOSPI,500,90530915
삼일,032280,KOSDAQ,1000,16213590
삼일기업공사,002290,KOSDAQ,500,12400000
삼일씨엔에스,004440,KOSPI,1000,12731947
삼일제약,000520,KOSPI,500,21691811
삼정펄프,009770,KOSPI,5000,2499971
삼지전자,037460,KOSDAQ,500,16318522
삼진,032750,KOSDAQ,500,9031122
삼진엘앤디,054090,KOSDAQ,500,24959232
삼진제약,005500,KOSPI,1000,13900000
삼천당제약,000250,KOSDAQ,500,23457472
삼천리,004690,KOSPI,5000,4055025
삼천리자전거,024950,KOSDAQ,500,13273577
삼표시멘트,038500,KOSDAQ,500,107916306
삼현,437730,KOSDAQ,500,31707567
삼현철강,017480,KOSDAQ,500,15702890
삼호개발,010960,KOSPI,500,25000000
삼화네트웍스,046390,KOSDAQ,200,43172933
삼화왕관,004450,KOSPI,5000,2154379
삼화전기,009470,KOSPI,1000,6613820
삼화전자,011230,KOSPI,1000,16902700
삼화콘덴서,001820,KOSPI,1000,10395000
삼화페인트,000390,KOSPI,500,27203469
상보,027580,KOSDAQ,500,59181279
상상인,038540,KOSDAQ,1000,55328313
상상인제4호스팩,452670,KOSDAQ,100,5220000
상상인증권,001290,KOSPI,1000,108337120
상신브레이크,041650,KOSPI,500,21471450
상신이디피,091580,KOSDAQ,500,13328219
상신전자,263810,KOSDAQ,500,14244718
상아프론테크,089980,KOSDAQ,500,15989037
상지건설,042940,KOSDAQ,5000,6828712
새로닉스,042600,KOSDAQ,500,12423574
새론오토모티브,075180,KOSPI,500,19200000
새빗켐,107600,KOSDAQ,500,5630054
샌즈랩,411080,KOSDAQ,100,15267638
샘씨엔에스,252990,KOSDAQ,500,58388063
샘표,007540,KOSPI,1000,2875800
샘표식품,248170,KOSPI,500,4568286
샤페론,378800,KOSDAQ,500,30143031
서남,294630,KOSDAQ,500,24144099
서린바이오,038070,KOSDAQ,500,9100676
서부T&D,006730,KOSDAQ,500,65926923
서산,079650,KOSDAQ,100,20000000
서암기계공업,100660,KOSDAQ,500,12600000
서연,007860,KOSPI,500,23479844
서연이화,200880,KOSPI,500,27028437
서연탑메탈,019770,KOSDAQ,500,11650000
서울가스,017390,KOSPI,5000,5000000
서울리거,043710,KOSDAQ,500,86562510
서울바이오시스,092190,KOSDAQ,500,45868383
서울반도체,046890,KOSDAQ GLOBAL,500,58305400
서울보증보험,031210,KOSPI,2500,69821598
서울식품우,004415,KOSPI,100,2224500
서울식품,004410,KOSPI,100,374755559
서울옥션,063170,KOSDAQ,500,17774267
서울전자통신,027040,KOSDAQ,100,69588847
서울제약,018680,KOSDAQ,500,11659319
서울평가정보,036120,KOSDAQ,500,35500000
서원,021050,KOSPI,500,47474590
서원인텍,093920,KOSDAQ,500,18600000
서전기전,189860,KOSDAQ,500,9698780
서진시스템,178320,KOSDAQ,500,56247954
서진오토모티브,122690,KOSDAQ,500,21844410
서플러스글로벌,140070,KOSDAQ,100,36988000
서한,011370,KOSDAQ,500,100894865
서호전기,065710,KOSDAQ,500,5150000
서흥,008490,KOSPI,500,11569113
서희건설,035890,KOSDAQ,500,229808457
석경에이티,357550,KOSDAQ,500,5455000
선광,003100,KOSDAQ,1000,6600000
선도전기,007610,KOSPI,500,18000000
선바이오,067370,KOSDAQ,500,12313555
선샤인푸드,217620,KOSDAQ,100,7035087
SUN&L,002820,KOSPI,1000,12607989
선익시스템,171090,KOSDAQ,500,9537005
선진,136490,KOSPI,500,23779604
선진뷰티사이언스,086710,KOSDAQ,500,12203280
성광벤드,014620,KOSDAQ,500,27928547
성도이엔지,037350,KOSDAQ,500,15470000
성문전자우,014915,KOSPI,500,600000
성문전자,014910,KOSPI,500,22460985
성신양회우,004985,KOSPI,5000,735645
성신양회,004980,KOSPI,5000,24516073
성안머티리얼스,011300,KOSPI,100,155617675
성우,458650,KOSDAQ,500,15045670
성우전자,081580,KOSDAQ,500,15508143
성우테크론,045300,KOSDAQ,500,10347365
성우하이텍,015750,KOSDAQ,500,80000000
성일하이텍,365340,KOSDAQ,500,12176475
성창기업지주,000180,KOSPI,500,69751600
성창오토텍,080470,KOSDAQ,500,7300000
성호전자,043260,KOSDAQ,500,70922823
세경하이테크,148150,KOSDAQ,500,35860429
세기상사,002420,KOSPI,500,5969948
세니젠,188260,KOSDAQ,500,7228470
세동,053060,KOSDAQ,500,17657419
세림B&G,340440,KOSDAQ,100,28378364
세명전기,017510,KOSDAQ,500,15246000
세방우,004365,KOSPI,500,3689250
세방,004360,KOSPI,500,19308690
세방전지,004490,KOSPI,500,14000000
세보엠이씨,011560,KOSDAQ,500,10530000
세븐브로이맥주,267080,KONEX,500,11871408
세아메카닉스,396300,KOSDAQ,100,26489500
세아베스틸지주,001430,KOSPI,5000,35862119
세아제강,306200,KOSPI,5000,2836300
세아제강지주,003030,KOSPI,5000,4141657
세아특수강,019440,KOSPI,5000,8570000
세아홀딩스,058650,KOSPI,5000,4000000
세우글로벌,013000,KOSPI,500,28705031
세운메디칼,100700,KOSDAQ,100,43800000
세원물산,024830,KOSDAQ,500,8350000
세원이앤씨,091090,KOSPI,500,52754723
세원정공,021820,KOSPI,500,10000000
세이브존I&C,067830,KOSPI,1000,41040895
세종메디칼,258830,KOSDAQ,100,55786351
세종텔레콤,036630,KOSDAQ,5000,20000000
세중,039310,KOSDAQ,500,18121667
세진중공업,075580,KOSPI,500,56849456
세진티에스,067770,KOSDAQ,500,8396593
세코닉스,053450,KOSDAQ,500,14792803
세토피아,222810,KOSDAQ,500,15131870
세화피앤씨,252500,KOSDAQ,100,41486390
센서뷰,321370,KOSDAQ,500,42199823
센코,347000,KOSDAQ,500,33004976
셀레믹스,331920,KOSDAQ,500,8164148
셀레스트라,352770,KOSDAQ,100,2592407
셀로맥스사이언스,471820,KOSDAQ,100,11644079
셀루메드,049180,KOSDAQ,500,54957063
셀리드,299660,KOSDAQ,500,21102977
셀바스AI,108860,KOSDAQ,500,26914790
셀바스헬스케어,208370,KOSDAQ,500,25740564
셀바이오휴먼텍,318160,KOSDAQ,500,9260901
셀비온,308430,KOSDAQ,500,12816232
셀트리온,068270,KOSPI,1000,222425958
셀트리온제약,068760,KOSDAQ,500,43678692
셀피글로벌,068940,KOSDAQ,200,38260597
소노스퀘어,007720,KOSDAQ,500,100800450
소니드,060230,KOSDAQ,500,73759273
소룩스,290690,KOSDAQ,500,48498743
소마젠,950200,KOSDAQ,0,19236053
소프트센,032680,KOSDAQ,200,105590764
소프트센우,032685,KOSDAQ,200,357142
소프트캠프,258790,KOSDAQ,100,24991284
손오공,066910,KOSDAQ,500,54090043
솔디펜스,215090,KOSDAQ,100,115778305
솔루스첨단소재1우,33637K,KOSPI,100,16908766
솔루스첨단소재2우B,33637L,KOSPI,100,3778296
솔루스첨단소재,336370,KOSPI,100,70217344
솔루엠,248070,KOSPI,500,49005551
솔본,035610,KOSDAQ,500,27345997
솔브레인,357780,KOSDAQ,500,7778566
솔브레인홀딩스,036830,KOSDAQ GLOBAL,500,20964056
솔트룩스,304100,KOSDAQ,500,12130568
솔트웨어,328380,KOSDAQ,100,34262778
송원산업,004430,KOSPI,500,24000000
쇼박스,086980,KOSDAQ,500,62638000
수산세보틱스,017550,KOSPI,500,62399130
수산아이앤티,050960,KOSDAQ,500,6751000
수산인더스트리,126720,KOSPI,200,14286000
수성웹툰,084180,KOSDAQ,5000,18074283
수젠텍,253840,KOSDAQ,500,16743200
SOOP,067160,KOSDAQ GLOBAL,500,11494767
슈어소프트테크,298830,KOSDAQ,100,52619061
슈프리마,236200,KOSDAQ,500,7257273
슈프리마에이치큐,094840,KOSDAQ,500,10471840
슈피겐코리아,192440,KOSDAQ,500,6216363
스마트레이더시스템,424960,KOSDAQ,500,15677340
스맥,099440,KOSDAQ,500,40243394
SKAI,357880,KOSDAQ,500,34047953
스코넥,276040,KOSDAQ,500,12830335
스타에스엠리츠,204210,KOSPI,5000,7826815
스타코링크,060240,KOSDAQ,500,3231418
스타플렉스,115570,KOSDAQ,500,7984508
스톤브릿지벤처스,330730,KOSDAQ,500,18150830
스톰테크,352090,KOSDAQ,100,26872998
스튜디오산타클로스,204630,KOSDAQ,500,5089941
스튜디오드래곤,253450,KOSDAQ GLOBAL,500,30058498
스튜디오미르,408900,KOSDAQ,100,32729532
스튜디오삼익,415380,KOSDAQ,500,4225498
스틱인베스트먼트,026890,KOSPI,500,41678175
스페코,013810,KOSDAQ,500,14655470
스피어,347700,KOSDAQ,500,38500917
승일,049830,KOSDAQ,500,6132112
시공테크,020710,KOSDAQ,500,20047970
시그네틱스,033170,KOSDAQ,500,85728319
시너지이노베이션,048870,KOSDAQ,500,88099819
시노펙스,025320,KOSDAQ,500,87720296
시디즈,134790,KOSPI,500,2000000
시선AI,340810,KOSDAQ,500,10692194
시스웍,269620,KOSDAQ,100,148582691
CR홀딩스,000480,KOSPI,500,46890490
시지메드텍,056090,KOSDAQ,500,103259036
시지트로닉스,429270,KOSDAQ,500,4658150
시큐레터,418250,KOSDAQ,500,7981542
시큐브,131090,KOSDAQ,500,8000000
시프트업,462870,KOSPI,200,58781720
신대양제지,016590,KOSPI,500,40297820
신도기연,290520,KOSDAQ,500,15929362
신도리코,029530,KOSPI,5000,10080029
신라교역,004970,KOSPI,500,16000000
신라섬유,001000,KOSDAQ,100,24277540
신라에스지,025870,KOSDAQ,500,4000000
신라젠,215600,KOSDAQ,500,138129836
신성델타테크,065350,KOSDAQ,500,27483948
신성에스티,416180,KOSDAQ,500,9039778
신성이엔지,011930,KOSPI,500,205848151
신성통상,005390,KOSPI,500,143708390
신세계,004170,KOSPI,5000,9645181
신세계 I&C,035510,KOSPI,500,13980900
신세계인터내셔날,031430,KOSPI,1000,35343000
신세계푸드,031440,KOSPI,5000,3872480
신송홀딩스,006880,KOSPI,500,11828858
신스틸,162300,KOSDAQ,100,41471382
신시웨이,290560,KOSDAQ,500,3877972
신신제약,002800,KOSDAQ,500,15170500
신영와코루,005800,KOSPI,500,9000000
신영증권,001720,KOSPI,5000,16440000
신영스팩10호,472220,KOSDAQ,100,4690000
신영스팩8호,430220,KOSDAQ,100,6760000
신영스팩9호,445970,KOSDAQ,100,5360000
신원,009270,KOSPI,500,104891065
신원종합개발,017000,KOSDAQ,5000,11668027
신일전자,002700,KOSPI,500,71047521
신일제약,012790,KOSDAQ,500,11986415
신진에스엠,138070,KOSDAQ,500,17503204
신테카바이오,226330,KOSDAQ,500,15258475
신풍,002870,KOSPI,500,34958700
신풍제약우,019175,KOSPI,500,2200000
신풍제약,019170,KOSPI,500,52984990
신한글로벌액티브리츠,481850,KOSPI,1000,43477664
신한지주,055550,KOSPI,5000,495842065
신한서부티엔디리츠,404990,KOSPI,1000,55955884
신한알파리츠,293940,KOSPI,1000,120940123
신한제11호스팩,452980,KOSDAQ,100,18905000
신한제12호스팩,474660,KOSDAQ,100,5520000
신한제13호스팩,474930,KOSDAQ,100,3620000
신한제14호스팩,487360,KOSDAQ,100,5640000
신한제15호스팩,487830,KOSDAQ,100,4350000
신한제16호스팩,496070,KOSDAQ,100,5620000
신화인터텍,056700,KOSDAQ,500,29135091
신화콘텍,187270,KOSDAQ,500,10143845
신흥,004080,KOSPI,500,9500000
신흥에스이씨,243840,KOSDAQ,500,38558235
실리콘투,257720,KOSDAQ,500,61171908
심텍,222800,KOSDAQ GLOBAL,500,31854143
심텍홀딩스,036710,KOSDAQ,500,48723279
심플랫폼,444530,KOSDAQ,500,6241227
싸이맥스,160980,KOSDAQ,500,10924243
싸이버원,356890,KOSDAQ,200,11953825
싸이토젠,217330,KOSDAQ,500,23129547
쌍방울,102280,KOSPI,100,26259210
써니전자,004770,KOSPI,500,36702884
썬테크,217320,KONEX,500,1050000
썸에이지,208640,KOSDAQ,100,139240254
쎄노텍,222420,KOSDAQ,100,45460231
쎄니트,037760,KOSDAQ,500,33832921
쎄크,081180,KOSDAQ,500,8825535
쎄트렉아이,099320,KOSDAQ,500,10951278
쎌바이오텍,049960,KOSDAQ,500,9400000
쏘닉스,088280,KOSDAQ,1000,17306490
쏘카,403550,KOSPI,100,32841902
쏠리드,050890,KOSDAQ,500,61095231
쓰리빌리언,394800,KOSDAQ,100,31721539
쓰리에이로직스,177900,KOSDAQ,500,9558800
씨메스,475400,KOSDAQ,500,11608430
CBI,013720,KOSDAQ,1000,52128143
씨싸이트,109670,KOSDAQ,500,5836602
씨씨에스,066790,KOSDAQ,500,65152039
씨아이에스,222080,KOSDAQ,100,77371839
씨아이테크,004920,KOSPI,500,50065793
씨알푸드,236030,KONEX,500,2033332
씨앗,103660,KONEX,500,6017471
씨앤씨인터내셔널,352480,KOSDAQ,100,10013941
씨앤에스링크,245450,KONEX,500,1579960
CNH,023460,KOSDAQ,2500,37200000
씨앤지하이테크,264660,KOSDAQ,500,9721172
씨앤투스,352700,KOSDAQ,500,26276899
CNT85,056730,KOSDAQ,500,74111186
씨어스테크놀로지,458870,KOSDAQ,500,12590880
CS,065770,KOSDAQ,500,19411130
씨에스베어링,297090,KOSDAQ,500,27270000
CSA 코스믹,083660,KOSDAQ,200,61247181
씨에스윈드,112610,KOSPI,500,42171403
