name,code,market,par_value,total_shrs
씨엑스아이,900120,KOSDAQ,0.05,300577845
씨엔알리서치,359090,KOSDAQ,100,56725891
씨엔플러스,115530,KOSDAQ,100,67963000
씨유메디칼,115480,KOSDAQ,500,60624558
씨유테크,376290,KOSDAQ,500,17657500
씨이랩,189330,KOSDAQ,500,6092284
CJ대한통운,000120,KOSPI,5000,22812344
CJ 바이오사이언스,311690,KOSDAQ,500,13065462
CJ CGV,079160,KOSPI,500,165580351
CJ ENM,035760,KOSDAQ GLOBAL,5000,21929154
CJ제일제당 우,097955,KOSPI,5000,1327433
CJ제일제당,097950,KOSPI,5000,15054186
CJ프레시웨이,051500,KOSDAQ,1000,11871586
씨젠,096530,KOSDAQ,500,52225994
CG인바이츠,083790,KOSDAQ,500,76894182
씨케이솔루션,480370,KOSPI,100,10934861
씨큐브,101240,KOSDAQ,500,10340947
씨티씨바이오,060590,KOSDAQ,500,24181020
씨티알모빌리티,308170,KOSPI,500,8610000
씨티케이,260930,KOSDAQ,500,19341591
씨피시스템,413630,KOSDAQ,100,38198021
아가방컴퍼니,013990,KOSDAQ,500,32887536
아나패스,123860,KOSDAQ,500,12123415
아난티,025980,KOSDAQ,100,88629478
아남전자,008700,KOSPI,500,77124820
아모그린텍,125210,KOSDAQ,500,16496790
아모레퍼시픽우,090435,KOSPI,500,10557830
아모레퍼시픽,090430,KOSPI,500,58492759
아모레퍼시픽홀딩스우,002795,KOSPI,500,6443770
아모레퍼시픽홀딩스3우C,00279K,KOSPI,500,7092200
아모레퍼시픽홀딩스,002790,KOSPI,500,79458180
아모텍,052710,KOSDAQ,500,14615109
아미노로직스,074430,KOSDAQ,100,87826844
아미코젠,092040,KOSDAQ,500,55018347
아바코,083930,KOSDAQ,500,14912798
아바텍,149950,KOSDAQ,500,15607500
아비코전자,036010,KOSDAQ,500,13292934
아세아,002030,KOSPI,5000,2084140
아세아시멘트,183190,KOSPI,500,37346770
아세아제지,002310,KOSPI,1000,41632510
아세아텍,050860,KOSDAQ,500,22500000
아센디오,012170,KOSPI,500,10873743
아셈스,136410,KOSDAQ,500,11019106
아스타,246720,KOSDAQ,500,13567300
아스테라시스,450950,KOSDAQ,100,36654642
아스트,067390,KOSDAQ,500,395157579
아스플로,159010,KOSDAQ,500,13334739
아시아경제,127710,KOSDAQ,500,34904082
아시아나IDT,267850,KOSPI,500,11100000
아시아나항공,020560,KOSPI,5000,205990711
아우딘퓨쳐스,227610,KOSDAQ,500,35583547
아이디스,143160,KOSDAQ,500,10716390
아이디스홀딩스,054800,KOSDAQ,500,10347756
아이디피,332370,KOSDAQ,500,13273726
아이마켓코리아,122900,KOSPI,500,33428840
아이비김영,339950,KOSDAQ,100,44946655
아이비젼웍스,469750,KOSDAQ,100,33936481
IBKS제21호스팩,442770,KOSDAQ,100,4210000
IBKS제22호스팩,448760,KOSDAQ,100,4430000
IBKS제23호스팩,467930,KOSDAQ,100,4230000
IBKS제24호스팩,469480,KOSDAQ,100,4230000
아이빔테크놀로지,460470,KOSDAQ,500,15096870
아이센스,099190,KOSDAQ,500,27715273
아이스크림미디어,461300,KOSDAQ,500,13176933
아이스크림에듀,289010,KOSDAQ,500,13945256
아이쓰리시스템,214430,KOSDAQ,500,7106760
아이씨디,040910,KOSDAQ,500,18574275
아이씨에이치,368600,KOSDAQ,500,17538346
아이씨티케이,456010,KOSDAQ,500,13420676
아이앤씨,052860,KOSDAQ,500,17862854
아이언디바이스,464500,KOSDAQ,500,13963263
아이에스동서,010780,KOSPI,500,30186976
ISC,095340,KOSDAQ,500,21197058
아이에스티이,212710,KOSDAQ,500,9257478
아이에이,038880,KOSDAQ,100,375721175
아이엘,307180,KOSDAQ,100,28462625
아이엠,101390,KOSDAQ,500,12981844
iM금융지주,139130,KOSPI,5000,166392833
아이엠비디엑스,461030,KOSDAQ,100,14017750
iMBC,052220,KOSDAQ,500,23000000
아이엠지티,456570,KONEX,500,5127017
아이엠티,451220,KOSDAQ,500,7874611
아이오바이오,447690,KONEX,500,2630256
아이윈,090150,KOSDAQ,500,41875293
아이윈플러스,123010,KOSDAQ,500,32658542
아이즈비전,031310,KOSDAQ,500,26355043
아이지넷,462980,KOSDAQ,500,18234437
아이진,185490,KOSDAQ,500,27029784
아이컴포넌트,059100,KOSDAQ,500,7070860
아이케이세미콘,149010,KONEX,500,3120000
아이퀘스트,262840,KOSDAQ,100,21133905
아이큐어,175250,KOSDAQ,500,37558368
아이크래프트,052460,KOSDAQ,500,14607936
아이텍,119830,KOSDAQ,500,22117542
아이톡시,052770,KOSDAQ,500,55782666
아이티센글로벌,124500,KOSDAQ,500,23204527
아이티센씨티에스,031820,KOSPI,500,121051466
아이티센엔텍,010280,KOSDAQ,500,65123786
아이티센코어,243870,KONEX,500,2892631
아이티센피엔에스,232830,KOSDAQ,500,11707472
아이티아이즈,372800,KOSDAQ,500,6046990
아이티엠반도체,084850,KOSDAQ GLOBAL,500,22682934
아이패밀리에스씨,114840,KOSDAQ,500,17319900
아주스틸,139990,KOSPI,500,38755414
아주IB투자,027360,KOSDAQ,500,120945406
아즈텍WB,032080,KOSDAQ,500,21491029
아진산업,013310,KOSDAQ,500,38806582
아진엑스텍,059120,KOSDAQ,500,9748596
아진전자부품,009320,KOSPI,500,49299770
아크솔루션스,203690,KOSDAQ,500,16743763
아톤,158430,KOSDAQ,100,24798851
아티스트스튜디오,200350,KOSDAQ,500,9996025
아티스트컴퍼니,321820,KOSDAQ,500,15591376
아퓨어스,149300,KONEX,500,45486252
아하,102950,KONEX,500,13121903
안국약품,001540,KOSDAQ,500,13042420
안랩,053800,KOSDAQ,500,11126506
안지오랩,251280,KONEX,500,3281344
안트로젠,065660,KOSDAQ,500,10006100
알로이스,297570,KOSDAQ,100,34621218
알루코,001780,KOSPI,500,96830132
알리코제약,260660,KOSDAQ,500,15327021
알멕,354320,KOSDAQ,500,6391381
알비더블유,361570,KOSDAQ,500,28743291
알서포트,131370,KOSDAQ,100,53267083
알에스오토메이션,140670,KOSDAQ,500,9303140
RF머트리얼즈,327260,KOSDAQ,500,8433231
알에프세미,096610,KOSDAQ,500,17386411
RF시스템즈,474610,KOSDAQ,100,12924863
RFHIC,218410,KOSDAQ,500,26484442
알에프텍,061040,KOSDAQ,500,32089259
알엔투테크놀로지,148250,KOSDAQ,500,9446672
알체라,347860,KOSDAQ,500,38710961
알테오젠,196170,KOSDAQ GLOBAL,500,53464968
알톤,123750,KOSDAQ,500,12746297
알티캐스트,085810,KOSDAQ,500,49856389
알파녹스,043100,KOSDAQ,500,17107076
알파칩스,117670,KOSDAQ,500,61394681
알피바이오,314140,KOSDAQ,500,8666361
압타머사이언스,291650,KOSDAQ,500,29280252
압타바이오,293780,KOSDAQ,500,26881360
애경산업,018250,KOSPI,1000,26409935
애경케미칼,161000,KOSPI,500,48648709
애니메디솔루션,390110,KONEX,500,9087297
애니플러스,310200,KOSDAQ,100,48911425
애드바이오텍,179530,KOSDAQ,500,11359544
애머릿지,900100,KOSDAQ,1.5,46037292
액토즈소프트,052790,KOSDAQ,500,11330638
액트로,290740,KOSDAQ,500,10065011
앤디포스,238090,KOSDAQ,500,23541303
앤씨앤,092600,KOSDAQ,500,25083517
앱코,129890,KOSDAQ,100,50643410
앱클론,174900,KOSDAQ,500,19092949
앱트뉴로사이언스,270520,KOSDAQ,100,158790786
야스,255440,KOSDAQ,500,13058000
양지사,030960,KOSDAQ,500,15980000
어보브반도체,102120,KOSDAQ,500,17780753
얼라인드,238120,KOSDAQ,500,14378896
엄지하우스,224810,KONEX,500,4200000
에너토크,019990,KOSDAQ,500,9756088
에넥스,011090,KOSPI,500,59991641
에르코스,435570,KOSDAQ,500,7341556
에브리봇,270660,KOSDAQ,500,12261742
에스넷,038680,KOSDAQ,500,19912642
에스디바이오센서,137310,KOSPI,500,121749102
에스디생명공학,217480,KOSDAQ,500,109733141
에스디시스템,121890,KOSDAQ,500,13291446
SDN,099220,KOSDAQ,500,64944350
에스바이오메딕스,304360,KOSDAQ,500,11859796
SV인베스트먼트,289080,KOSDAQ,500,53948282
에스비비테크,389500,KOSDAQ,500,6333904
SB성보,003080,KOSPI,500,20020000
SBI인베스트먼트,019550,KOSDAQ,500,162066575
SBS,034120,KOSPI,5000,18551238
에스씨디,042110,KOSDAQ,500,48329564
SCL사이언스,246960,KOSDAQ,500,8479375
에스씨엠생명과학,298060,KOSDAQ,500,28730074
에스아이리소스,065420,KOSDAQ,100,71577299
에스알바이오텍,270210,KONEX,500,1655205
에스앤더블류,103230,KOSDAQ,500,7200000
에스앤디,260970,KOSDAQ,500,2892754
에스앤에스텍,101490,KOSDAQ,500,21451447
에스에너지,095910,KOSDAQ,500,22603379
에스에스알,275630,KOSDAQ,500,6017989
SAMG엔터,419530,KOSDAQ,500,8770930
에스에이엠티,031330,KOSDAQ,500,99995067
에스에이티,060540,KOSDAQ,500,26133306
에스에프에이,056190,KOSDAQ GLOBAL,500,35908760
SFA반도체,036540,KOSDAQ,500,164460303
S&K폴리텍,091340,KOSDAQ,500,11703721
에스엘,005850,KOSPI,500,46448520
에스엘에스바이오,246250,KOSDAQ,500,15348206
SM Life Design,063440,KOSDAQ,500,46029154
에스엠벡셀,010580,KOSPI,500,111251760
에스엠씨지,460870,KOSDAQ,100,18403305
에스엠,041510,KOSDAQ,500,22894690
SM C&C,048550,KOSDAQ,500,96714620
에스엠코어,007820,KOSDAQ,500,20033946
에스오에스랩,464080,KOSDAQ,100,17681830
에스와이,109610,KOSDAQ,500,48907400
에스와이스틸텍,365330,KOSDAQ,500,30610000
에스원,012750,KOSPI,500,37999178
에스유앤피,019590,KOSDAQ,500,37988847
에스제이그룹,306040,KOSDAQ,500,9865828
SJG세종,033530,KOSPI,500,27820961
에스제이켐,217910,KONEX,100,13990522
SG세계물산,004060,KOSPI,500,202424960
SGC E&C,016250,KOSDAQ,5000,3243585
SGA,049470,KOSDAQ,100,58862249
SGA솔루션즈,184230,KOSDAQ,100,65717223
SG&G,040610,KOSDAQ,500,34087196
SG,255220,KOSDAQ,100,98558665
에스지헬스케어,398120,KOSDAQ,100,11161200
SK디스커버리우,006125,KOSPI,5000,1312455
SK디스커버리,006120,KOSPI,5000,18347855
SK바이오사이언스,302440,KOSPI,500,78369145
SK바이오팜,326030,KOSPI,500,78313250
SK이터닉스,475150,KOSPI,200,33754042
에스케이증권제10호스팩,457940,KOSDAQ,100,3310000
에스케이증권제11호스팩,472230,KOSDAQ,100,4155000
에스케이증권제12호스팩,473000,KOSDAQ,100,3310000
에스케이증권제13호스팩,473950,KOSDAQ,100,4420000
에스케이증권제9호스팩,455910,KOSDAQ,100,5020000
SK하이닉스,000660,KOSPI,5000,728002365
에스켐,475660,KOSDAQ,500,7929835
에스코넥,096630,KOSDAQ,200,79381616
에스텍,069510,KOSDAQ,500,10910000
에스트래픽,234300,KOSDAQ,500,27520215
에스티아이,039440,KOSDAQ,500,15830000
에스티오,098660,KOSDAQ,500,12500976
에스티큐브,052020,KOSDAQ,500,67983291
에스티팜,237690,KOSDAQ GLOBAL,500,20152888
에스폴리텍,050760,KOSDAQ,500,16334678
에스퓨얼셀,288620,KOSDAQ,500,6979316
에스피소프트,443670,KOSDAQ,100,24741392
에스피시스템스,317830,KOSDAQ,100,10773818
에스피지,058610,KOSDAQ,500,22177360
에쎈테크,043340,KOSDAQ,500,95000000
에쓰씨엔지니어링,023960,KOSPI,500,35058587
에어레인,163280,KOSDAQ,100,8174789
에어부산,298690,KOSPI,1000,116640000
에이디칩스,054630,KOSDAQ,500,7970946
에이디테크놀로지,200710,KOSDAQ,500,13440822
에이럭스,475580,KOSDAQ,200,13624900
에이루트,096690,KOSDAQ,2500,33477189
에이블씨엔씨,078520,KOSPI,500,26014161
에이비엘바이오,298380,KOSDAQ,500,48528007
에이비온,203400,KOSDAQ,500,28637415
에이비프로바이오,195990,KOSDAQ,500,284689721
에이스침대,003800,KOSDAQ,1000,11090000
에이스테크,088800,KOSDAQ,500,75506434
에이스토리,241840,KOSDAQ,500,9539994
에이아이코리아,364950,KOSDAQ,500,8131139
에이에스텍,453860,KOSDAQ,500,5657215
에이에프더블류,312610,KOSDAQ,500,20256888
에이엔피,015260,KOSPI,500,45116894
에이엘티,172670,KOSDAQ,500,8960259
에이엠시지,495900,KONEX,500,4915384
에이원알폼,234070,KONEX,500,6960703
에이유브랜즈,481070,KOSDAQ,100,14160000
에이리츠,140910,KOSPI,5000,4463032
에이직랜드,445090,KOSDAQ,500,10871660
HDC랩스,039570,KOSPI,500,25957601
HDC현대EP,089470,KOSPI,500,31900000
HD한국조선해양,009540,KOSPI,5000,70773116
HD현대건설기계,267270,KOSPI,5000,17661789
HD현대마린솔루션,443060,KOSPI,500,44829210
HD현대마린엔진,071970,KOSPI,2500,33921495
HD현대미포,010620,KOSPI,5000,39942149
HD현대,267250,KOSPI,1000,78993085
HD현대에너지솔루션,322000,KOSPI,5000,11200000
HD현대인프라코어,042670,KOSPI,1000,192591032
HD현대일렉트릭,267260,KOSPI,5000,36047135
HD현대중공업,329180,KOSPI,5000,88773116
에이치브이엠,295310,KOSDAQ,500,11901931
HB솔루션,297890,KOSDAQ,500,73140914
HB인베스트먼트,440290,KOSDAQ,500,27107010
HB테크놀러지,078150,KOSDAQ,500,92715916
에이치시티,072990,KOSDAQ,500,7365316
HRS,036640,KOSDAQ,500,16354800
HS화성,002460,KOSPI,5000,10150000
HS효성,487570,KOSPI,5000,3725927
HS효성첨단소재,298050,KOSPI,5000,4479948
에이치엔에스하이텍,044990,KOSDAQ,500,8036064
HLB,028300,KOSDAQ,500,131425086
HLB글로벌,003580,KOSPI,500,50316578
HLB바이오스텝,278650,KOSDAQ,100,87005539
HLB사이언스,343090,KONEX,500,17841811
HLB생명과학,067630,KOSDAQ,500,121917058
HLB제넥스,187420,KOSDAQ,500,29135882
HLB제약,047920,KOSDAQ,500,32791356
HLB테라퓨틱스,115450,KOSDAQ,500,84370902
HLB파나진,046210,KOSDAQ,500,44491969
HLB펩,196300,KOSDAQ,500,9293398
에이치엘사이언스,239610,KOSDAQ,500,5392115
에이치엠넥스,036170,KOSDAQ,1000,61365626
에이치엠씨제6호스팩,462020,KOSDAQ,100,4345000
에이치엠씨제7호스팩,477340,KOSDAQ,100,7510000
HMM,011200,KOSPI,5000,1025039496
에이치와이티씨,148930,KOSDAQ,500,10175213
에이치이엠파마,376270,KOSDAQ,500,7012237
에이치케이,044780,KOSDAQ,500,18505787
HK이노엔,195940,KOSDAQ GLOBAL,500,28329891
HPSP,403870,KOSDAQ GLOBAL,500,83498568
에이치피오,357230,KOSDAQ,500,42089487
에이텀,355690,KOSDAQ,500,5404980
에이테크솔루션,071670,KOSDAQ,500,10000000
에이텍,045660,KOSDAQ,500,8260000
에이텍모빌리티,224110,KOSDAQ,500,5340000
에이티넘인베스트,021080,KOSDAQ,500,48000000
에이팩트,200470,KOSDAQ,500,42362093
에이펙스인텍,207490,KONEX,500,3600000
에이프로,262260,KOSDAQ,500,14468152
에이프로젠바이오로직스,003060,KOSPI,500,198407845
에이프로젠,007460,KOSPI,500,311826676
에이프릴바이오,397030,KOSDAQ,1000,22527596
에이플러스에셋,244920,KOSPI,500,22607693
AP시스템,265520,KOSDAQ,500,15281421
에이피알,278470,KOSPI,100,37646555
APS,054620,KOSDAQ,500,19894221
AP위성,211270,KOSDAQ,500,15082304
AP헬스케어,109960,KOSDAQ,500,200789269
에치에프알,230240,KOSDAQ,500,13309000
에코글로우,159910,KOSDAQ,100,39888358
에코마케팅,230360,KOSDAQ,100,31468029
에코바이오,038870,KOSDAQ,500,14014949
에코볼트,097780,KOSDAQ,1000,67730338
에코아이,448280,KOSDAQ,500,29631129
에코앤드림,101360,KOSDAQ,500,17786114
에코캡,128540,KOSDAQ,100,26690460
에코프로,086520,KOSDAQ,100,135776152
에코프로머티,450080,KOSPI,500,69932424
에코프로비엠,247540,KOSDAQ GLOBAL,500,97801344
에코프로에이치엔,383310,KOSDAQ GLOBAL,500,20974932
에코플라스틱,038110,KOSDAQ,500,41169370
에프알텍,073540,KOSDAQ,500,11400000
에프앤가이드,064850,KOSDAQ,500,11410332
FSN,214270,KOSDAQ,500,41069167
에프에스티,036810,KOSDAQ,500,21956348
에프엔씨엔터,173940,KOSDAQ,500,15392808
에프엔에스테크,083500,KOSDAQ,500,8575722
에피바이오텍,446440,KONEX,500,2306879
엑사이엔씨,054940,KOSDAQ,500,33173548
엑세스바이오,950130,KOSDAQ,무액면,37727832
엑셀세라퓨틱스,373110,KOSDAQ,500,10938462
엑셈,205100,KOSDAQ,100,71462308
엑스게이트,356680,KOSDAQ,100,28543492
엑스큐어,070300,KOSDAQ,500,9928522
엑스페릭스,317770,KOSDAQ,500,31104286
엑스플러스,373200,KOSDAQ,100,100864569
엑시온그룹,069920,KOSDAQ,500,39388558
엑시콘,092870,KOSDAQ,500,13050797
엑시큐어하이트론,019490,KOSPI,500,76432270
엔바이오니아,317870,KOSDAQ,500,8521750
엔브이에이치코리아,067570,KOSDAQ,500,42170000
엔비티,236810,KOSDAQ,100,16975426
엔솔바이오사이언스,140610,KONEX,500,12334951
엔시스,333620,KOSDAQ,100,10556344
엔시트론,101400,KOSDAQ,500,68450730
엔씨소프트,036570,KOSPI,500,21544022
엔에스엠,238170,KONEX,500,20774684
엔에스이엔엠,078860,KOSDAQ,100,59362257
엔에스컴퍼니,224760,KONEX,500,3939700
엔에이치스팩25호,438580,KOSDAQ,100,3020000
엔에이치스팩26호,439410,KOSDAQ,100,8800000
엔에이치스팩27호,440820,KOSDAQ,100,7800000
엔에이치스팩29호,451700,KOSDAQ,100,14350000
엔에이치스팩30호,466910,KOSDAQ,100,9100000
엔에이치스팩31호,481890,KOSDAQ,100,6345000
NHN벅스,104200,KOSDAQ,500,14827550
NHN KCP,060250,KOSDAQ GLOBAL,500,40160611
NH올원리츠,400760,KOSPI,500,43767888
NH투자증권우,005945,KOSPI,5000,18870968
NH투자증권,005940,KOSPI,5000,327492299
엔에프씨,265740,KOSDAQ,100,8931800
NE능률,053290,KOSDAQ,500,16526307
엔젠바이오,354200,KOSDAQ,1000,19818734
엔젤로보틱스,455900,KOSDAQ,500,15183131
엔젯,419080,KOSDAQ,500,10565477
엔지브이아이,093510,KONEX,500,6020000
엔지스테크널러지,208860,KOSDAQ,500,33949973
엔지켐생명과학,183490,KOSDAQ,500,85065562
엔케이,085310,KOSPI,500,78880322
엔케이맥스,182400,KOSDAQ,500,85518831
엔켐,348370,KOSDAQ,500,21194303
엔텔스,069410,KOSDAQ,500,10244824
엔투텍,227950,KOSDAQ,100,103575530
엔피,291230,KOSDAQ,100,44095775
엔피디,198080,KOSDAQ,500,21535185
NPX,222160,KOSDAQ,500,9894439
엔피케이,048830,KOSDAQ,500,18723923
엘디티,096870,KOSDAQ,500,6678400
엘리비젼,276240,KONEX,500,10413138
엘브이엠씨홀딩스,900140,KOSPI,0.25,193240432
LB세미콘,061970,KOSDAQ,500,58083006
LB인베스트먼트,309960,KOSDAQ,1000,23217239
엘앤씨바이오,290650,KOSDAQ,500,23178719
엘앤에프,066970,KOSPI,500,36316174
엘앤케이바이오,156100,KOSDAQ,500,19936743
LS마린솔루션,060370,KOSDAQ,1000,32668854
LS머트리얼즈,417200,KOSDAQ,500,67652659
LS증권,078020,KOSDAQ,5000,55481190
LS티라유텍,322180,KOSDAQ,100,20921984
엘에이티,311060,KONEX,500,7827134
LX하우시스우,108675,KOSPI,5000,1032330
LX하우시스,108670,KOSPI,5000,8967670
LX홀딩스1우,38380K,KOSPI,1000,1465285
LX홀딩스,383800,KOSPI,1000,76280690
엘엠에스,073110,KOSDAQ,500,8895755
엘오티베큠,083310,KOSDAQ,500,17810033
LG씨엔에스,064400,KOSPI,500,96885948
LG헬로비전,037560,KOSPI,2500,77446865
엘컴텍,037950,KOSDAQ,500,84447519
LK삼양,225190,KOSDAQ,100,50748440
엘케이켐,489500,KOSDAQ,100,6278056
엘티씨,170920,KOSDAQ,500,9981755
M83,476080,KOSDAQ,100,7785000
엠게임,058630,KOSDAQ,500,19543877
엠디바이스,226590,KOSDAQ,500,10567784
엠로,058970,KOSDAQ,500,12335251
엠씨넥스,097520,KOSPI,500,17977732
엠아이큐브솔루션,373170,KOSDAQ,100,5037930
엠아이텍,179290,KOSDAQ,500,32365678
엠앤씨솔루션,484870,KOSPI,100,9153900
엠에스씨,009780,KOSDAQ,500,17600000
엠에스오토텍,123040,KOSDAQ,500,62628299
엠에프씨,432980,KOSDAQ,500,8591742
엠에프엠코리아,323230,KOSDAQ,100,43274492
엠오티,413390,KOSDAQ,500,11580180
엠젠솔루션,032790,KOSDAQ,500,44754342
엠케이전자,033160,KOSDAQ,500,22066331
엠투아이,347890,KOSDAQ,100,16913204
엠투엔,033310,KOSDAQ,500,40342231
엠플러스,259630,KOSDAQ,500,12282402
엣지파운드리,105550,KOSDAQ,500,78307051
영림원소프트랩,060850,KOSDAQ,500,8131000
영보화학,014440,KOSPI,500,20000000
영우디에스피,143540,KOSDAQ,500,44599895
영원무역,111770,KOSPI,500,44311468
영원무역홀딩스,009970,KOSPI,500,13635592
영진약품,003520,KOSPI,500,182892731
영풍,000670,KOSPI,500,19108450
영풍제지,006740,KOSPI,500,55907218
영화금속,012280,KOSPI,500,51664505
영화테크,265560,KOSDAQ,500,10690180
영흥,012160,KOSPI,500,101310372
예림당,036000,KOSDAQ,500,23034277
예선테크,250930,KOSDAQ,100,33000440
예스24,053280,KOSDAQ,500,25000000
예스티,122640,KOSDAQ,500,20956339
오가노이드사이언스,476040,KOSDAQ,500,6540975
오가닉티코스메틱,900300,KOSDAQ,무액면,96002224
오건에코텍,212310,KONEX,500,11555874
오공,045060,KOSDAQ,500,16941974
오늘이엔엠,192410,KOSDAQ,100,14235530
오디텍,080520,KOSDAQ,500,11746609
오뚜기,007310,KOSPI,5000,4007830
오로라,039830,KOSDAQ,500,10762890
오로스테크놀로지,322310,KOSDAQ,500,9366542
오르비텍,046120,KOSDAQ,500,27449486
오름테라퓨틱,475830,KOSDAQ,100,21069082
오리엔탈정공,014940,KOSDAQ,500,45573661
오리엔트바이오,002630,KOSPI,500,118583005
오리엔트정공,065500,KOSDAQ,500,31742912
오리온,271560,KOSPI,500,39536132
오리온홀딩스,001800,KOSPI,500,62645422
오리콤,010470,KOSDAQ,1000,11975050
오브젠,417860,KOSDAQ,500,4430614
오비고,352910,KOSDAQ,500,12637802
오상자이엘,053980,KOSDAQ,500,18982783
오상헬스케어,036220,KOSDAQ,500,14509416
오성첨단소재,052420,KOSDAQ,500,91170474
오션스바이오,332190,KONEX,100,1477839
오션인더블유,052300,KOSDAQ,5000,16865143
오스코텍,039200,KOSDAQ,500,38248176
오스템,031510,KOSDAQ,500,28000000
OCI홀딩스,010060,KOSPI,5000,18814917
오에스피,368970,KOSDAQ,500,9346160
오이솔루션,138080,KOSDAQ,500,10624095
오킨스전자,080580,KOSDAQ,500,17935173
오텍,067170,KOSDAQ,500,15391605
오토앤,353590,KOSDAQ,500,12875570
오파스넷,173130,KOSDAQ,500,13046473
오픈베이스,049480,KOSDAQ,500,31422383
오픈엣지테크놀로지,394280,KOSDAQ,100,22003494
오하임앤컴퍼니,309930,KOSDAQ,100,21290990
온코닉테라퓨틱스,476060,KOSDAQ,500,11002310
온코크로스,382150,KOSDAQ,500,11896437
온타이드,005320,KOSPI,500,67522221
올리패스,244460,KOSDAQ,500,5439505
올릭스,226950,KOSDAQ,500,19775322
옴니시스템,057540,KOSDAQ,500,59449355
옵투스제약,131030,KOSDAQ,500,16153162
옵트론텍,082210,KOSDAQ,500,33192374
옵티시스,109080,KOSDAQ,500,5636000
옵티코어,380540,KOSDAQ,100,48089959
옵티팜,153710,KOSDAQ,500,14669958
YW,051390,KOSDAQ,500,11355368
와이랩,432430,KOSDAQ,500,16440320
와이바이오로직스,338840,KOSDAQ,500,14782516
YBM넷,057030,KOSDAQ,500,16312697
와이솔,122990,KOSDAQ,500,27671533
와이씨,232140,KOSDAQ,100,82045350
와이씨켐,112290,KOSDAQ,1000,10110545
와이어블,065530,KOSDAQ,500,52860000
와이엔텍,067900,KOSDAQ,500,18199659
와이엠,007530,KOSDAQ,500,22254231
와이엠씨,155650,KOSDAQ,500,19474358
와이엠텍,273640,KOSDAQ,500,10966000
와이엠티,251370,KOSDAQ,500,16314464
와이오엠,066430,KOSDAQ,500,39153476
와이제이링크,209640,KOSDAQ,500,14221573
와이즈넛,096250,KOSDAQ,500,13096536
와이즈버즈,273060,KOSDAQ,100,50459582
와이지-원,019210,KOSDAQ,500,33573819
와이지엔터테인먼트,122870,KOSDAQ GLOBAL,500,18691049
YG PLUS,037270,KOSPI,500,63429410
와이투솔루션,011690,KOSPI,2500,36574394
YTN,040300,KOSDAQ,1000,42000000
와토스코리아,079000,KOSDAQ,500,7200000
우리금융지주,316140,KOSPI,5000,742591501
우리기술,032820,KOSDAQ,500,164677432
우리기술투자,041190,KOSDAQ,500,84000000
우리넷,115440,KOSDAQ,500,10794292
우리로,046970,KOSDAQ,500,43824999
우리바이오,082850,KOSDAQ,500,48456578
우리산업,215360,KOSDAQ,500,9132163
우리산업홀딩스,072470,KOSDAQ,500,18887341
우리손에프앤지,073560,KOSDAQ,500,69237643
우리엔터프라이즈,037400,KOSDAQ,500,26223346
우리이앤엘,153490,KOSDAQ,500,51480000
우림피티에스,101170,KOSDAQ,500,13500000
우성,006980,KOSPI,5000,3090000
우수AMS,066590,KOSDAQ,500,39073104
우신시스템,017370,KOSPI,500,18314054
우양,103840,KOSDAQ,100,16366428
우양에이치씨,101970,KOSDAQ,500,14547709
우원개발,046940,KOSDAQ,500,18074350
우정바이오,215380,KOSDAQ,500,16829576
우주일렉트로,065680,KOSDAQ,500,9240471
우진,105840,KOSPI,500,20197670
우진비앤지,018620,KOSDAQ,500,28889293
우진아이엔에스,010400,KOSPI,500,7622000
우진엔텍,457550,KOSDAQ,500,9271339
우진플라임,049800,KOSPI,500,20000000
웅진,016880,KOSPI,500,79927080
웅진씽크빅,095720,KOSPI,500,115505985
워트,396470,KOSDAQ,100,16120000
원림,005820,KOSPI,5000,2297970
원바이오젠,307280,KOSDAQ,500,7391802
원익,032940,KOSDAQ,500,18193230
원익머트리얼즈,104830,KOSDAQ,500,12608000
원익IPS,240810,KOSDAQ GLOBAL,500,49083901
원익큐브,014190,KOSDAQ,500,35399906
원익QnC,074600,KOSDAQ GLOBAL,500,26288000
원익피앤이,217820,KOSDAQ,500,47454559
원익홀딩스,030530,KOSDAQ,500,77237981
원일특강,012620,KOSDAQ,500,4400000
원일티엔아이,136150,KOSDAQ,500,8381030
원준,382840,KOSDAQ,100,15271581
원텍,336570,KOSDAQ,100,89439012
원티드랩,376980,KOSDAQ,500,9766394
원포유,122830,KONEX,100,32751985
원풍,008370,KOSDAQ,500,12000000
원풍물산,008290,KOSDAQ,500,40693679
월덱스,101160,KOSDAQ,500,16510993
웨이버스,336060,KOSDAQ,100,48155200
웨이브일렉트로,095270,KOSDAQ,500,14971256
웨이비스,289930,KOSDAQ,500,12519593
웰바이오텍,010600,KOSPI,500,90923407
웰크론,065950,KOSDAQ,500,28231302
웰크론한텍,076080,KOSDAQ,500,22594156
웰킵스하이텍,043590,KOSDAQ,500,27136762
웹스,196700,KOSDAQ,500,14364144
웹젠,069080,KOSDAQ GLOBAL,500,34600884
웹케시,053580,KOSDAQ,500,13636248
위너스,479960,KOSDAQ,200,6851000
위니아,071460,KOSDAQ,500,35967295
위니아에이드,377460,KOSDAQ,500,15393405
위닉스,044340,KOSDAQ,500,17873425
위더스제약,330350,KOSDAQ,200,13202139
위드텍,348350,KOSDAQ,500,10183600
위메이드,112040,KOSDAQ,500,33948483
위메이드맥스,101730,KOSDAQ,500,82935616
