"date","open","high","low","close","volume"
"2021-08-09",64.4000015258789,65.1500015258789,62.5999984741211,64.1600036621094,70000
"2021-08-10",64.3499984741211,67.0800018310547,64.0899963378906,66.3199996948242,191200
"2021-08-11",66.4000015258789,68.4199981689453,64.9400024414062,68.4199981689453,137900
"2021-08-12",67.8000030517578,67.8000030517578,65.3030014038086,67.5100021362305,66100
"2021-08-13",67.1999969482422,67.5,65.0800018310547,65.3899993896484,59800
"2021-08-16",63.75,63.75,61.2099990844727,62.8800010681152,113400
"2021-08-17",61.3499984741211,61.3499984741211,56.6759986877441,58.8499984741211,195500
"2021-08-18",58.439998626709,60.4500007629395,57.1199989318848,57.3400001525879,110700
"2021-08-19",55.5200004577637,55.9500007629395,53.2000007629395,54.810001373291,210200
"2021-08-20",54.5,56.4099998474121,54.2999992370605,56.4099998474121,176700
"2021-08-23",58.0400009155273,60.7290000915527,58.0400009155273,60.5699996948242,121000
"2021-08-24",61.1800003051758,63.2519989013672,61.1800003051758,62.9799995422363,157400
"2021-08-25",63,65.4499969482422,62.8199996948242,64.8099975585938,152200
"2021-08-26",64.3399963378906,64.9800033569336,62.3610000610352,62.8899993896484,77500
"2021-08-27",63.8699989318848,67.4199981689453,63.8699989318848,66.9400024414062,327800
"2021-08-30",67.8399963378906,67.9400024414062,66.0699996948242,66.0800018310547,134500
"2021-08-31",65.7099990844727,66.3499984741211,64.3099975585938,65.7900009155273,74900
"2021-09-01",66.8000030517578,66.8000030517578,64.5699996948242,64.6399993896484,80600
"2021-09-02",65.4400024414062,67.0800018310547,65.2429962158203,65.9400024414062,165800
"2021-09-03",65.5100021362305,66.5500030517578,64.6999969482422,65.370002746582,45000
"2021-09-07",65.0100021362305,65.5999984741211,64.1620025634766,65.2900009155273,92400
"2021-09-08",64.6500015258789,65.0220031738281,61.6399993896484,62.7200012207031,100800
"2021-09-09",62.4900016784668,65,62.1199989318848,63.5900001525879,106800
"2021-09-10",65.3000030517578,65.5100021362305,62.1399993896484,62.3800010681152,245700
"2021-09-13",63.7400016784668,64.1399993896484,61.6640014648438,64.1399993896484,103800
"2021-09-14",64.6500015258789,64.6500015258789,61.7000007629395,62.5,104900
"2021-09-15",62.4900016784668,65.1699981689453,61.8899993896484,65.0500030517578,80200
"2021-09-16",64.8300018310547,66.0670013427734,63.8320007324219,65.2200012207031,47800
"2021-09-17",64.8899993896484,65.7300033569336,62.6100006103516,63.5800018310547,120300
"2021-09-20",59.0299987792969,60.060001373291,55.8810005187988,58.9599990844727,253600
"2021-09-21",60.3899993896484,60.5,57.3699989318848,58.689998626709,105200
"2021-09-22",59.4500007629395,63.6450004577637,59.4500007629395,62.6800003051758,170700
"2021-09-23",63.8600006103516,67.9400024414062,63.7999992370605,67.1800003051758,252800
"2021-09-24",65.8099975585938,68.3499984741211,65.6600036621094,67.9899978637695,119400
"2021-09-27",67.9400024414062,70.5500030517578,67.9400024414062,69.879997253418,279600
"2021-09-28",68.3300018310547,69.0800018310547,64.8899993896484,65.2600021362305,163100
"2021-09-29",65.8199996948242,66.004997253418,63.3699989318848,63.439998626709,139700
"2021-09-30",64.120002746582,64.3000030517578,61.3300018310547,61.439998626709,122400
"2021-10-01",62.689998626709,65.870002746582,61.4500007629395,65.5,104300
"2021-10-04",64.9700012207031,65.1999969482422,62.0499992370605,62.8300018310547,64500
"2021-10-05",64.0100021362305,66.2099990844727,63.4799995422363,64.6600036621094,88000
"2021-10-06",62.4000015258789,64.5500030517578,60.9799995422363,64.3399963378906,86300
"2021-10-07",66.2399978637695,68.0390014648438,66.2399978637695,66.3899993896484,78000
"2021-10-08",67.0800018310547,67.8199996948242,65.8099975585938,66.3099975585938,39600
"2021-10-11",66.3399963378906,68.2699966430664,65.0599975585938,65.1999969482422,46400
"2021-10-12",65.5199966430664,67.0749969482422,65.2600021362305,65.7399978637695,48900
"2021-10-13",65.6900024414062,66.4499969482422,63.9700012207031,65.7600021362305,56500
"2021-10-14",67.7600021362305,69.4400024414062,67.7600021362305,69.379997253418,63700
"2021-10-15",70.9000015258789,71.629997253418,70.1699981689453,70.3000030517578,113900
"2021-10-18",69.620002746582,71.9469985961914,69.5999984741211,71.8199996948242,38500
